text,sentiment
Easy to use and more comfortable for sure than standing on a long queue... hahahaha,Positif
Banyak promo. Jadi sering nonton. Cara penggunaan mudah. Dan gak perlu antri lagi buat beli tiket.,Positif
Good app make it easier to buy ticket,Positif
good helping,Positif
Yuhu,Positif
Very helpfully,Positif
Berkat tix id mau nonton jd murah. ❤️❤️,Positif
Currently the best app for buying movie ticket since they give alot of good promotion.,Positif
Nontob jd lbh murah,Positif
Aplikasi yg sangat berguna untuk para pecinta nonton dengan banyak promo didalam nya,Positif
Aplikasi yg banyak Promo nya dan ada member get member. Serta rutin tiap rabu buy 1 get 1. Keep up the good work,Positif
Best app for purchase movie ticket XXI.,Positif
A recommended app,Positif
"Baru nyoba pertama kali buat beli tiket Venom dan berhasil! Let's see besok pas hari H nontonnya gimana. Kalau lancar, pasti bakal pake ini terus 😁",Positif
Mantaaaaabbbb,Positif
Sometimes it stuck and can't move... Especially when on Wednesday..,Positif
Ayooo..promony lebih lagi donk,Positif
buat pengguna baru tix id bisa pake kode TSWA8R yaa buat dapetin voucher potongan 25000,Positif
Loved it! Easy to use!,Positif
Awesome.... Mantappp... Gw suka...,Positif
"This app is easy to use, and really flexible..",Positif
Great job,Positif
Mantap aplikasi terbaik buat beli tiket bioskop hemat.,Positif
"Memudahkan, sangat membantu, dari pemesanan, ui, pembayaran, topup, semua sangat mudah dab hemat waktu. Apik lah pokoke, dulu sebelum ada beginian, beli tiket filn box office hari pertama harus antri panjang, mengular sampe toilet bioskop kadang sampe luar pintu, mau buat mtix atau yg movie card saldo harus ngendep, ada sih cinemaxx itu jarang antri dan tempat duduk bisa dilihat di app tapi ndsk bisa pakai tix id, tolong kerja sama sama cinemaxx. Thanks tixid",Positif
Good app for booking movie ticket,Positif
Make us enjoy the movie together,Positif
Ajigile.. Banyakin promo dan voucher aa. Hehehe. 2 tiket 15 ribu .. ni mah jaman dlu pelem Harpot 3.. Love lah.,Positif
Good app,Negatif
Love it buy 1 get 1 free,Positif
Bintang 5 keren,Positif
MAU CREDIT GRATIS 25K??GUNAKAN KODE : 50S1TW,Positif
Banyak promo nya....,Positif
"Selalu beli promo buy one get one di app ini. Penggunaan gampang, redeem tiket ga sulit, cs nya pun tanggap. Sukses selalu tix id!",Positif
"Banyak promo, nonton jadi lebih hemat",Positif
Good application for buying ticket and confortable.. 😊👍,Positif
Thank you. Its a great apps. Keep it,Positif
Nonton ceban ceban mantap wkwkw,Positif
Fast and easy. Way more convenient.,Positif
Sayangnya nggak bisa Topup Dana via kartu kredit yaaaa,Positif
Thank you Tix ID have given our family free tickets. Always give a special gift yaw👌,Positif
"Aplikasi penjualan tiket bioskop terbaik. Easy to use, UI interface yang simple tapi efisien, kurang nya cuma promo yang kurang banyak hehehe. Sukses terus!",Positif
Jauh lebih enak dipake dibanding beli via mtix. Appnya juga bagus,Positif
It's very usefull and good apps.,Positif
Easy to use and always love the buy 1 get 1 promo XD. Hope in the future we can top up the dana with creditcard.,Positif
Kind of e money,Positif
Love this app.,Positif
toppppp,Positif
Make it easier on me,Positif
Keren jadi gak ribet dan ngantri kalo beli tiket,Positif
"fitur untuk top up nya favorit sekali. tapi untuk saran tolong untuk pelayanan top up di tambah, misalkan bekerja sama dengan indomaret dan diperluas lagi",Positif
So far so good. Mungkin promonya dapat diperbanyak lagi.,Positif
Really good with all the promos,Positif
Promonya buy 1 get 1 kalo bisa pas weekend jangan pas rabu,Positif
Good... for some discount use this code: NDOD7P,Positif
Promo nya jgn hilang ya memudahkan org yg kurang mampu ntn bioskop,Positif
kebantu dengan aplikasi ini,Positif
Ya app yg lumayan membantu. Jangan lupa pakai kode ini ZKI3XE kalau new user untuk voucher 25.000,Positif
I'm not sure what i think.,Positif
Sangat membantu 😁👍,Positif
Aplikasi sampah. Kalo server gakuat gk ush sok2 buy1 get 1. Gw beli tiket 130k terus gk dpt tiketnya sampe skrg blm direfund2 gajelas mending gausa pake dah ampas,Negatif
Good app with a lot of promo 👍,Positif
Aplikasi nya simple....easy to use also.... Tpi promo nya semakin sedikit dan tarif tiket jga udh mula naik... It not fun anymore..... More benefits jika beli di aplikasi lain kyak gojek.....,Negatif
Great apps !,Positif
Not Bad,Positif
Cintahhhj menghemat budget pacaran bulanan saya wkwkwkw,Positif
It's really help me,Positif
MANTEP GAN,Positif
TIX ID is the best for me,Positif
Gunakan kode voucher ini 5RR81H utk mendapatkan voucher gratis,Positif
Promo2nya mantap,Positif
Aplikasi yg bagus...memudahkan membeli tiket...G usa ngantri,Positif
"Simpel mau cari filmnya & cara byrnya, jg bnyk promonya shg jd lbh hemat nonton film2 terbaru!",Positif
It helps me to find some new movies,Positif
Absolutly high recomended for anak kostan yg irit wk,Positif
gebikk,Positif
I really this app. Sangat mudah di gunakan. Jangan lupa masukkan bioskop CGV juga ya. sukses teruuusssss,Positif
I think this app is helping me,Positif
"I like this , i like the promo . Thnk u tix love loveeeee❤️❤️❤️❤️",Positif
"Gunakan kode referral ""FGGIXS"" untuk dptkan 25.000 dana",Positif
"Lebih mudah, byk promo buy 1 get 1 nya.. aplikasi nya smooth, bs lngsung debit. Oke pokoknya...",Positif
good bless,Positif
Kece bgt,Positif
loved app!!!,Positif
Gak usah top up gede2 mantaaap 👍,Positif
"simple , yg bikin seneng top up ke dananya ga ada batas minimum nya . buy 1 get 1 free nya juga oke banget 😁",Positif
Voucher 25rb masukkan kode 5OQHH8,Positif
Mempermudah pemesanan tiket dan pilih kursi serta banyak promo BUY GET 1 FREE,Positif
Sejauh ini oke lah,Positif
"I think this application helps me to know what movies are on in the cinemas. Not only that but oftenly, there are promos that help me cost less money. So I think it really helps a lot when you don't have enough money to buy ticket offline.",Positif
Mantap boss qu,Positif
I love the promo !!,Positif
Thanks :,Positif
let the stars talk to you guys !,Positif
Berfungsi dan praktis bgt,Positif
BUY 1 GET 1 FREE. SUNGGUH TERLALU. PERTAHANKAN PROMO GINIAN,Positif
Aplikasi yg bikin hemat buat nonton! Thanks a bunch!,Positif
The best movie ticketing apps ever!!!,Positif
Sukaaaa banget. Buy 1 get 1 freenya paling mantep. Udah gitu promonya bisa digabung gabung sama promo lain. Jadi tambah sering ke bioskop tanpa pusing takut keabisan nomor kursi favorit. Love it so much 💜💜 thank you tix id,Positif
Buy 1 get 1 teroos. Ntap 👌,Positif
Mantep sih promo buy 1 get 1 nyaaa! Ga ribettt! Sering2 plisss,Positif
6019SN. Pakai kodeku ya guys. Dpt voucher lumayan,Positif
"Aplikasinya bangus dan sangt membantu. Saran perbaikan untuk top up hrus di tambah, bni mobile tidak, seandainya ditambah pasti akan sangat memudahkan.mks",Positif
goood n very cheap,Positif
"Simpel jadi enak dipakai dan mudah di mengerti. Saran aja, mungkin bisa di tambah info tanggal rilis film yg akan tayang, serta detail film yg sedang tayang, seperti durasi film, pemain film, dll.",Positif
Karena tix id aku bisa nonton lebih dari sekali seminggu wkwk,Positif
Gegara beli tiket selalu di tix gue jd rajin ke bioskop wkwk,Positif
One stop solution to avoid antri hehehe,Positif
"They say they have promo so I buy the ticket, but when I want to niy the ticket, it's unavailable. So I buy another ticket which has frontnseat with normal price. And they are not responsible of it.",Negatif
Perfect for dates especially when you're short in money. It's the cheapest solutions for us movie lovers,Positif
Good app. Thanks tix id,Positif
Mau beli tiket asian games lelet,Negatif
Good apl.,Positif
Lov it,Positif
"Mudah sekali proses booking di tix id. Apalagi dilengkapi dengan promo menarik, gada lagi saldo nyangkut buat beli tiket bioskop. Ini baru app yg memudahkan customer. Good job dude!",Positif
Easy and fast application to book my movie tickets.,Positif
Best deal for every new coming movie,Positif
"promo sangat menjanjikan, transaksi yang mudah",Positif
Awesome apps especially when we can have cool movie presale with buy one get one.promo,Positif
"memudahkan sekali, apalagi dgn promo setiap rabu",Positif
"Harus sering banyak promo, supaya tetep eksis..smg bisa menjadi lebih besar lagi..",Positif
Really good app for safety and the promotion really love it buy 1 get 1,Positif
Give me more promo :),Positif
Mantep diskon nya,Positif
"good app, so many promo",Positif
Very useful appllication,Positif
I like your app,Positif
I'm lovin it,Positif
Kuota Buy 1 Get 1 di perbanyak yaaa.. kalo boleh setiap film baru yg keluar dapet promo Buy 1 Get 1. mantap!!,Positif
Sipp,Positif
"Aplikasi terbaik untuk membeli tiket xxi, dengan banyaknya promo, love it!",Positif
sangat bermanfaat,Positif
Sukaa sama aplikasinya. Keren pokoknya 🙋,Positif
Seruuu,Positif
"amazing apps, easy to use, and a lot of promo",Positif
"Banyak promo, cocok bgt untuk movie mania kaya gue. Pemesanan mudah, pembayaran mudah, check in jg mudah, top deh tix.id",Positif
Very good and very fast,Positif
The theather is not complete as Mtix. Cannot find premiere for some place.,Negatif
"Selalu ada promo menarik tiap minggu, kalau bisa kuota buy one get one diperbanyak.",Positif
"Amazing, helpfully for getting a ticket.. Thanks for the extra ticket",Positif
I'll give 5 stars if the app more stable,Positif
"sangat mudah sekali, love it 💞",Positif
Nice ide,Positif
Cheaper than mtix,Positif
Great apps...,Positif
"Seneng.. sering promo beli 1 gratis 1, metode pembayaran jg simpel bs pake dana, kartu kredit, dll👍",Positif
I like it because ada promo,Positif
"Banyak promonya, nyenengin... pertahanka",Positif
"So simple, easy & cheap with promo buy 1 get 1...",Positif
Banyak promonya mantul!,Positif
Best app for downloading tickets. Many promo 👍,Positif
kewl,Positif
Like this app..buy 1 get 1 in pre sale or every wednesday 😁😁,Positif
"I think this application will be booming after this month, not to long. Because this application is so honest, no just pencitraan only.",Positif
Please give us more disscount😂😂😂😂,Positif
Great apps! Thanks tix.id,Positif
Good.. and Glad if lots of promo,Positif
"Page untuk milih seat nya enak banget, simple, dan banyak promo nya",Positif
"Please change ""DANA"" to other like gopays or anything else. It so stupid if u want reset pin u should call customer service instead of getting message. Make my account freeze 1 hour. And the ""customer service"" cant do anything. S2pid dana",Negatif
claim saya mengenai buy 1 get 1 di abaikan,Negatif
Like this application,Positif
"Alhamdulillah, dari awal pesen tiket diTix.id gak pernah ada masalah. Waktu lupa pswrd Dana, email ke CS nya .. lgsg dpt pswrd baru. Yg penting mah sinyal harus kuat biar gak ada masalah loading. Suka Deh sama Tix.id",Positif
Please add the synopsis each film. Because sometimes there no review film/synopsis,Positif
"Sudah pake sejak bulan mei,dlu buy 1 get 1 free selalu kebeli,skrng cepat habis stlh bnyk pnggunanya...overall good..",Positif
Banyak promo... suka,Positif
I love this app because easy to use and love with the promo buy one get one!,Positif
Lanjutkan promo2nya..😂😂😂,Positif
Easy to use and have many promotions. Love it.,Positif
Please give us more buy 1 get 1 events😂,Positif
"Koneksinya sdh lumayan bagus, beli tiket promo sdh mulai lbh cepat di bandingkan sebelumnya",Positif
Promonya ada terus dan ga ribet,Positif
Bermanfaat. Sangat membantu agar lebih mudah membeli tiket nonton tanpa harus datang ke studio,Positif
Tix id is amazing. Hope they keep promo buy 1 get 1 forever,Positif
"Nice, diskon okee",Positif
So far so goood. Buat yg butuh invitation code boleh pake ZEKH8O untuk voucher 25k 😆,Positif
masukan kode ini 1KWWF0 untuk dapakan 25rb gaes.,Positif
perbanyak promo dong 😁😁,Positif
Very good app...,Positif
Love this apps because lots of promos :),Positif
"Program Buy 1 Get 1, mampu membuat org lebih ramai mengunjungi Bioskop dan sering menonton film2 yang ada, semoga program ini terus tetap ada, sehingga masyarakat cinta akan menonton film dibioskop. Thanks TiX ID, Always support us.",Positif
thank u tix.id,Positif
"Good job tix.id.. I do really enjoy with this apps not only friendly user, many promos and really easy to print out ur tix.. Recommended apps.. Keep it up tix.id..",Positif
Love this app...,Positif
Aplikasi yg oke.cuman tinggal top.up dan nambah biaya (gk banyak).. gk perlu tu deposit dan ada minimum deposit kaya app sebelah. Good job,Positif
Diskonannya yg luar biasa,Positif
This is good application,Positif
This app is absolutely great for movie freak like me. Easy to use and great deal. Thanks so much,Positif
Sangat mudah dan menyenangkan!!!,Positif
Mudah dan banyak promo.,Positif
"Easy to use, dan byk promonyaaa",Positif
"Aplikasi keren. Tampilannya sangat friendly ketimbang yg ""sebelah"". Sukses buat tix.id",Positif
"Kapan coba nonton bioskop cuma Rp.7.500,-.",Positif
Sangat memudahkan dalam melihat jumlah bangku yang tersedia,Positif
dulu sering overload setelah diupdate spertinya udh lumayan stabil,Positif
I love you tixx because your promo 😁,Positif
Top...perfect,Positif
"Nice apps which offers many discount and promotion, easy to use",Positif
Nice application for movies lover,Positif
Mantab laah,Positif
hemat nonton pake aplikasi ini,Positif
Sangat membantu... Promo nya jg ok. Mantap. Tq tix id,Positif
Good experience,Positif
"Mantap, tanpa ada minimum isi ulangnya. Jdi lebih nyaman dan tidak bnyk dirugikan",Positif
"Aplikasi keren, banyak promo buy 1 get 1",Positif
"Good promo, easy to use, user friendly interface",Positif
Love this application,Positif
"Aplikasi yg sangat membantu, banyak diskon nya, semoga diskon seperti beli 1 gratis 1 selalu ada, voucher undang teman nya diperbanyak... Love u tix.id",Positif
Thank tix id 👍🏻👍🏻👍🏻,Positif
Nonton hemat,Positif
Beli tiket jd lebih gampang.. recomended for install this app,Positif
"Hari terakhir dapat voucher 25k, HQXJHG!",Positif
"Book tiket gampang, UI nya menarik dan user friendly, banyak promo menarik..salah satu aplikasi terbaik untuk book tiket bioskop..",Positif
Loved it 😍,Positif
Wajib coba,Positif
Easy to use and lot of benefits,Positif
Superb apps.. weekly discount every wednesday and for some various upcoming movies Now can watch all movie as iften as possible,Positif
Very worth it for the discount,Positif
So good app. I always use it to watch cinema cheaper,Positif
"Tolong perbanyak buy 1 get 1, tks",Positif
GREAT!!!,Positif
Aplikasi terbaik dengan banyak promo menarik 😀,Positif
"Its very easy to use, I can get bonus tickets also! Great!!",Positif
Interested application,Positif
Love it 😍,Positif
"Many promotion, easy to order, like the UI, nice la",Positif
Top up-mudah sekali. Dan diskonnya itu loh...,Positif
Soo helpful and no need inline to watch a movie,Positif
Banyak promo nya bagus tp tolong hilangkan fee nya,Positif
More easy and promo to get a ticket,Positif
Lumayan good lah,Positif
Cakep. Banyak promo,Positif
Mantap banyak bonus nya...,Positif
Good app. Easy use and easy when buying tickets. Up to date. Love it.,Positif
Seru banget banyak promonyaaaaaaa,Positif
Loved it!!! Yayy!!! Movie time!!!,Positif
biaya adminnya turunin dikit dong ahaha,Positif
Bagus nih.. Banyak promo dan sistem pembayaran cepat.. Gk ribet mantab,Positif
